Year,Month,State,Deforestation_Level,Total_Precipitation_Level,Atmospheric_Pressure_Station_Level,Global_Radiation_Level,Air_Temperature_Level,Max_Air_Temperature_Level,Min_Air_Temperature_Level,Relative_Humidity_Level,Max_Relative_Humidity_Level,Min_Relative_Humidity_Level,Hourly_Wind_Speed_Level,Max_Wind_Gust_Level
2010,5,PA,Critical,High,High,Medium,High,High,High,High,High,High,Low,Medium
2010,6,PA,Critical,Medium,High,Medium,High,High,High,High,High,High,Low,Low
2010,7,PA,Critical,Medium,High,Medium,High,High,High,High,High,High,Low,Low
2010,8,PA,Critical,Medium,High,Medium,High,High,High,High,High,High,Low,Low
2010,9,PA,Critical,Medium,Medium,Medium,High,High,High,High,High,High,Medium,Low
2010,10,PA,Critical,High,Medium,Medium,High,High,High,High,High,Medium,Low,Medium
2010,11,PA,Critical,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2010,12,PA,Critical,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2011,1,PA,High,High,Medium,Medium,Medium,High,Medium,Medium,High,High,Low,Low
2011,2,PA,High,High,Medium,Low,Medium,High,High,Medium,High,High,Low,Low
2011,3,PA,High,High,Medium,Medium,Medium,High,High,Medium,High,High,Low,Low
2011,4,PA,Critical,High,Medium,Medium,Medium,High,Medium,Medium,High,High,Low,Low
2011,5,PA,Critical,High,Medium,Medium,Medium,High,High,Medium,High,High,Low,Low
2011,6,PA,Critical,High,High,Medium,High,High,High,High,High,High,Low,Low
2011,7,PA,Critical,Medium,High,Medium,Medium,High,High,Medium,High,Medium,Low,Medium
2011,8,PA,Critical,Medium,High,Medium,High,High,Medium,High,High,Medium,Low,Low
2011,9,PA,Critical,Medium,High,High,High,High,High,High,High,High,Medium,Low
2011,10,PA,Critical,Medium,Medium,Medium,High,High,Medium,High,High,High,Low,Low
2011,11,PA,Critical,Medium,Medium,Medium,High,High,Medium,High,High,High,Low,Low
2011,12,PA,High,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2012,1,PA,Critical,High,Medium,Medium,Medium,High,Medium,Medium,High,High,Low,Low
2012,2,PA,Critical,High,Medium,Medium,Medium,High,Medium,Medium,High,High,Low,Low
2012,3,PA,Critical,High,High,Medium,Medium,High,High,Medium,High,High,Low,Low
2012,4,PA,Critical,High,Medium,Medium,Medium,High,High,Medium,High,High,Low,Low
2012,5,PA,Critical,High,High,Medium,Medium,High,High,Medium,High,High,Low,Low
2012,6,PA,Critical,High,High,Medium,Medium,High,Medium,Medium,High,High,Low,Low
2012,7,PA,Critical,High,High,Medium,Medium,High,High,Medium,High,High,Low,Medium
2012,8,PA,Critical,Medium,High,Medium,High,High,High,High,High,High,Low,Low
2012,9,PA,Critical,High,High,Medium,High,High,High,High,High,High,Low,Low
2012,10,PA,Critical,Low,Medium,Medium,High,High,High,High,High,High,Low,Low
2012,11,PA,Critical,Medium,Medium,Medium,High,High,High,High,High,Medium,Medium,Low
2012,12,PA,Critical,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2013,1,PA,High,High,High,Medium,Medium,High,High,Medium,High,High,Low,Low
2013,2,PA,High,High,Medium,Medium,Medium,High,Medium,Medium,High,High,Low,Low
2013,3,PA,High,High,High,Medium,Medium,High,High,Medium,High,High,Low,Low
2013,4,PA,Critical,High,High,Medium,Medium,High,High,Medium,High,High,Low,Medium
2013,5,PA,Critical,High,High,Medium,Medium,High,High,Medium,High,High,Low,Low
2013,6,PA,Critical,Medium,High,Medium,High,High,High,High,High,High,Low,Low
2013,7,PA,Critical,High,High,Medium,Medium,High,High,Medium,High,High,Low,Low
2013,8,PA,Critical,Medium,High,Medium,High,High,High,High,High,High,Low,Low
2013,9,PA,Critical,Medium,High,Medium,High,High,High,High,High,High,Low,Low
2013,10,PA,Critical,Medium,High,Medium,High,High,High,High,High,Medium,Low,Low
2013,11,PA,Critical,High,Medium,Medium,High,High,Medium,High,High,High,Low,Low
2013,12,PA,High,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2014,1,PA,Critical,High,High,Medium,Medium,High,Medium,Medium,High,High,Low,Low
2014,2,PA,Critical,High,Medium,Low,Medium,High,High,Medium,High,High,Low,Low
2014,3,PA,Critical,High,High,Low,Medium,High,High,Medium,High,High,Low,Low
2014,4,PA,Critical,High,High,Medium,Medium,High,High,Medium,High,High,Low,Low
2014,5,PA,Critical,High,High,Low,Medium,High,High,Medium,High,High,Low,Low
2014,6,PA,Critical,High,High,Medium,Medium,High,High,Medium,High,High,Low,Low
2014,7,PA,Critical,High,High,Medium,Medium,High,High,Medium,High,High,Low,Low
2014,8,PA,Critical,Medium,High,Medium,High,High,High,High,High,High,Low,Low
2014,9,PA,Critical,High,High,Medium,High,High,Medium,High,High,Medium,Low,Low
2014,10,PA,Critical,Medium,High,Medium,High,High,High,High,High,High,Low,High
2014,11,PA,Critical,Low,Medium,Medium,High,High,Medium,High,High,Medium,Medium,Low
2014,12,PA,Critical,High,Medium,Medium,High,High,High,High,High,Medium,Low,Low
2015,1,PA,Critical,High,High,Medium,Medium,High,High,Medium,High,High,Low,Low
2015,2,PA,Critical,High,High,Medium,Medium,High,Medium,Medium,High,High,Low,Low
2015,3,PA,Critical,High,High,Low,Medium,High,High,Medium,High,High,Low,Low
2015,4,PA,Critical,High,High,Low,Medium,High,High,Medium,High,High,Low,Low
2015,5,PA,Critical,High,High,Medium,Medium,High,High,Medium,High,High,Low,Low
2015,6,PA,Critical,Medium,High,Medium,Medium,High,High,Medium,High,High,Low,Low
2015,7,PA,Critical,High,High,Medium,Medium,High,High,Medium,High,High,Low,Low
2015,8,PA,Critical,Medium,High,Medium,High,High,High,High,High,High,Low,Low
2015,9,PA,Critical,Medium,High,Medium,High,High,High,High,High,High,Low,Low
2015,10,PA,Critical,Medium,High,Medium,High,High,High,High,High,High,Medium,Low
2015,11,PA,Critical,Medium,Medium,Medium,High,High,High,High,High,Medium,Medium,Low
2015,12,PA,Critical,High,High,Medium,High,High,High,High,High,Medium,Low,Low
2016,1,PA,Critical,High,High,Low,High,High,High,High,High,High,Low,Low
2016,2,PA,Critical,High,High,Low,Medium,High,High,Medium,High,High,Low,Low
2016,3,PA,Critical,High,High,Low,Medium,High,High,Medium,High,High,Low,Low
2016,4,PA,Critical,High,High,Low,High,High,High,High,High,High,Low,Low
2016,5,PA,Critical,High,High,Low,High,High,High,High,High,High,Low,Low
2016,6,PA,Critical,High,High,Medium,High,High,High,High,High,High,Low,Low
2016,7,PA,Critical,Medium,High,Medium,High,High,High,High,High,High,Low,Low
2016,8,PA,Critical,Medium,High,Medium,High,High,High,High,High,High,Low,Low
2016,9,PA,Critical,Medium,High,Medium,High,High,High,High,High,High,Low,Low
2016,10,PA,Critical,Medium,Medium,Medium,High,High,High,High,High,High,Low,Medium
2016,11,PA,Critical,Medium,Medium,Medium,High,High,High,High,High,High,Low,Low
2016,12,PA,Critical,High,Medium,Low,Medium,High,High,Medium,High,High,Low,Low
2017,1,PA,Critical,High,High,Low,Medium,High,Medium,Medium,High,High,Low,Low
2017,2,PA,Critical,High,High,Low,Medium,High,High,Medium,High,High,Low,Low
2017,3,PA,Critical,High,High,Low,Medium,High,High,Medium,High,High,Low,Low
2017,4,PA,Critical,High,High,Low,Medium,High,High,Medium,High,High,Low,Low
2017,5,PA,Critical,High,High,Medium,High,High,High,High,High,High,Low,Low
2017,6,PA,Critical,Medium,High,Medium,High,High,High,High,High,High,Low,Low
2017,7,PA,Critical,Low,High,Medium,High,Medium,High,High,Medium,Medium,Low,High
2017,8,PA,Critical,High,High,Medium,High,Medium,High,High,High,High,Low,Low
2017,9,PA,Critical,Medium,High,Low,High,High,High,High,High,High,Low,Low
2017,10,PA,Critical,High,Medium,Low,High,High,High,High,High,High,Low,Low
2017,11,PA,Critical,Medium,Medium,Medium,High,High,High,High,High,High,Low,Low
2017,12,PA,Critical,High,Medium,Low,High,High,High,High,High,Medium,Low,Low
2018,1,PA,Critical,High,Medium,Low,Medium,High,High,Medium,High,Medium,Low,Low
2018,2,PA,Critical,High,High,Low,Medium,High,High,Medium,High,High,Low,Low
2018,3,PA,Critical,High,High,Medium,Medium,High,High,Medium,High,High,Low,Low
2018,4,PA,Critical,High,High,Low,Medium,High,Medium,Medium,High,High,Low,Low
2018,5,PA,Critical,High,High,Medium,Medium,High,High,Medium,High,High,Low,Low
2018,6,PA,Critical,Medium,High,Medium,High,High,High,High,High,Medium,Low,High
2018,7,PA,Critical,Medium,High,Medium,High,Medium,High,High,Medium,High,Low,Low
2018,8,PA,Critical,High,High,Medium,Medium,High,Medium,Medium,High,High,Low,Low
2018,9,PA,Critical,High,High,Medium,High,High,High,High,High,High,Low,Low
2018,10,PA,Critical,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2018,11,PA,Critical,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2018,12,PA,Critical,High,High,Low,Medium,High,Medium,Medium,High,High,Low,Low
2019,1,PA,Critical,High,High,Low,Medium,High,Medium,Medium,High,High,Low,Low
2019,2,PA,Critical,High,High,Low,Medium,High,High,Medium,High,High,Low,Low
2019,3,PA,Critical,High,High,Low,Medium,High,High,Medium,High,High,Low,Low
2019,4,PA,Critical,High,High,Low,Medium,High,High,Medium,High,High,Low,Low
2019,5,PA,Critical,High,High,Low,Medium,High,High,Medium,High,High,Low,Low
2019,6,PA,Critical,High,High,Medium,High,High,High,High,High,High,Low,Medium
2019,7,PA,Critical,Medium,High,Medium,High,High,High,High,High,High,Low,Medium
2019,8,PA,Critical,Medium,High,Medium,High,High,High,High,High,High,Low,Low
2019,9,PA,Critical,High,High,Medium,High,High,High,High,High,High,Low,Low
2019,10,PA,Critical,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2019,11,PA,Critical,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2019,12,PA,Critical,High,Medium,Medium,High,High,High,High,High,High,Low,Low
2020,1,PA,Critical,High,High,Low,Medium,High,High,Medium,High,Medium,Low,Low
2020,2,PA,Critical,High,High,Low,Medium,High,High,Medium,High,High,Low,Low
2020,3,PA,Critical,High,High,Low,Low,High,Low,Medium,High,Low,Low,Low
2020,4,PA,Critical,High,High,Low,Medium,High,High,Medium,High,High,Low,Low
2020,5,PA,Critical,High,High,Low,High,High,High,High,High,High,Low,Medium
2020,6,PA,Critical,High,High,Low,High,High,High,High,High,High,Low,Low
2020,7,PA,Critical,Medium,High,Low,High,High,High,High,High,Medium,Low,Low
2020,8,PA,Critical,Medium,High,Low,High,High,High,High,High,Medium,Low,Low
2020,9,PA,Critical,Medium,High,Low,High,High,High,High,High,High,Low,Low
2020,10,PA,Critical,High,Medium,Low,High,High,High,High,High,High,Low,Low
2020,11,PA,Critical,High,Medium,Low,High,High,High,High,High,High,Low,Low
2020,12,PA,Critical,High,Medium,Low,High,High,High,High,High,High,Low,Low
2021,1,PA,Critical,High,Medium,Low,High,High,High,High,High,High,Low,Low
2021,2,PA,Critical,High,Medium,Low,Medium,High,High,Medium,High,High,Low,Low
2021,3,PA,Critical,High,High,Low,Medium,High,Medium,Medium,High,High,Low,High
2021,4,PA,Critical,High,Medium,Low,Medium,High,High,Medium,High,High,Low,Medium
2021,5,PA,Critical,High,High,Low,Medium,High,High,Medium,High,High,Low,Low
2021,6,PA,Critical,High,High,Low,High,High,High,High,High,High,Low,Low
2021,7,PA,Critical,High,High,Low,High,High,High,High,High,High,Low,Low
2021,8,PA,Critical,High,High,Low,High,High,High,High,High,High,Low,Medium
2021,9,PA,Critical,High,High,Low,High,High,Medium,High,High,High,Low,Medium
2021,10,PA,Critical,High,Medium,Low,High,High,High,High,High,High,Low,Low
2021,11,PA,Critical,High,Medium,Low,High,High,High,High,High,High,Low,Low
2021,12,PA,Critical,High,Medium,Low,High,High,High,High,High,High,Low,Low
2022,1,PA,Critical,High,High,Low,Medium,High,High,Medium,High,High,Low,Low
2022,2,PA,Critical,High,Medium,Low,Medium,High,High,Medium,High,Medium,Low,Low
2022,3,PA,Critical,High,Medium,Low,Medium,High,Medium,Medium,High,High,Low,Low
2022,4,PA,Critical,High,Medium,Low,Medium,High,High,Medium,High,High,Low,Low
2022,5,PA,Critical,High,High,Low,Medium,High,Medium,Medium,High,Medium,Low,Medium
2022,6,PA,Critical,High,High,Low,Medium,High,Medium,Medium,High,High,Low,Low
2022,7,PA,Critical,Medium,High,Low,High,High,High,High,High,High,Low,Medium
2022,8,PA,Critical,High,High,Low,High,High,High,High,High,High,Medium,Medium
2022,9,PA,Critical,High,High,Low,High,High,High,High,High,High,Medium,Low
2022,10,PA,Critical,High,Medium,Low,High,High,High,High,High,High,Medium,Low
2022,11,PA,Critical,High,Medium,Low,High,High,Medium,High,High,High,Low,Low
2022,12,PA,Critical,High,Medium,Low,High,High,High,Medium,High,High,Low,Low
2023,1,PA,Critical,High,High,Low,Medium,High,Medium,Medium,High,High,Low,Low
2023,2,PA,Critical,High,High,Low,Medium,High,Medium,Medium,High,High,Low,Medium
2023,3,PA,Critical,High,High,Low,Medium,High,High,Medium,High,High,Low,Medium
2023,4,PA,Critical,High,Medium,Low,High,High,High,High,High,High,Low,Low
2023,5,PA,Critical,High,High,Low,High,High,High,High,High,High,Low,Low
2023,6,PA,Critical,High,High,Low,High,High,High,High,High,High,Low,Low
2023,7,PA,Critical,Medium,High,Low,High,High,High,High,High,High,Low,Low
2023,8,PA,Critical,Low,High,Low,High,High,High,High,High,High,Medium,Low
2023,9,PA,Critical,Medium,High,Low,High,High,High,High,High,High,Medium,Low
2023,10,PA,Critical,Medium,Medium,Low,High,High,High,High,High,High,Medium,Low
2023,11,PA,Critical,Medium,Medium,Low,High,High,High,High,High,High,Medium,Low
2023,12,PA,Critical,High,Medium,Low,High,High,High,High,High,High,Low,Low
2006,10,MG,Critical,Medium,Low,Low,Low,Low,Low,Low,Low,Low,High,High
2006,11,MG,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2006,12,MG,High,High,Low,Low,Low,Low,Medium,Low,Low,Medium,Medium,High
2007,1,MG,High,High,Low,Low,Low,Medium,Low,Low,Medium,Medium,Medium,High
2007,2,MG,High,Medium,Low,Low,Low,Low,Low,Low,Low,Medium,High,Medium
2007,3,MG,High,High,Low,Low,Low,Low,Medium,Low,Low,Low,High,Medium
2007,4,MG,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2007,5,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2007,6,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium
2007,7,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2007,8,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Medium
2007,9,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High
2007,10,MG,Critical,Medium,Low,Low,Low,Low,Low,Low,Low,Low,High,High
2007,11,MG,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,High,High
2007,12,MG,High,High,Low,Low,Low,Low,Medium,Low,Low,Low,Medium,High
2008,1,MG,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2008,2,MG,High,High,Low,Low,Low,Low,Medium,Low,Low,Medium,Medium,Medium
2008,3,MG,High,High,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium,High
2008,4,MG,High,High,Low,Low,Low,Low,Low,Low,Low,Medium,Low,Medium
2008,5,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High
2008,6,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2008,7,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2008,8,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2008,9,MG,Critical,Medium,Low,Low,Low,Low,Low,Low,Low,Low,High,High
2008,10,MG,Critical,Low,Low,Low,Medium,Low,Low,Medium,Low,Low,High,High
2008,11,MG,High,High,Low,Low,Low,Low,Low,Low,Low,Medium,High,Medium
2008,12,MG,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2009,1,MG,High,High,Low,Low,Low,Low,Low,Low,Medium,Low,Medium,Medium
2009,2,MG,High,High,Low,Low,Low,Medium,Medium,Low,Medium,Low,Medium,High
2009,3,MG,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2009,4,MG,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2009,5,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2009,6,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium
2009,7,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2009,8,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Medium
2009,9,MG,Critical,Medium,Low,Low,Low,Low,Low,Low,Low,Low,High,High
2009,10,MG,Critical,High,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,High
2009,11,MG,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2009,12,MG,High,High,Low,Low,Low,Medium,Low,Low,Medium,Low,Medium,High
2010,1,MG,High,High,Low,Low,Low,Medium,Low,Low,Low,Low,Medium,Medium
2010,2,MG,High,Medium,Low,Low,Medium,Low,Medium,Medium,Low,Medium,High,High
2010,3,MG,High,High,Low,Low,Low,Low,Medium,Low,Low,Medium,Medium,Medium
2010,4,MG,High,Medium,Low,Low,Low,Medium,Low,Low,Low,Low,Medium,Low
2010,5,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High
2010,6,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2010,7,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2010,8,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2010,9,MG,Critical,Medium,Low,Low,Low,Low,Low,Low,Low,Low,High,High
2010,10,MG,Critical,High,Low,Low,Low,Low,Low,Low,Low,Low,High,Medium
2010,11,MG,High,High,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium
2010,12,MG,High,High,Low,Low,Low,Low,Medium,Low,Medium,Low,Medium,Medium
2011,1,MG,Medium,High,Low,Low,Low,Low,Medium,Low,Low,Medium,Medium,Medium
2011,2,MG,Medium,Medium,Low,Low,Medium,Low,Medium,Medium,Low,Low,High,High
2011,3,MG,Medium,High,Low,Low,Low,Low,Medium,Low,Low,Medium,Medium,High
2011,4,MG,High,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium
2011,5,MG,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2011,6,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2011,7,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2011,8,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2011,9,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Medium
2011,10,MG,High,High,Low,Low,Low,Low,Low,Low,Low,Low,High,High
2011,11,MG,High,High,Low,Low,Low,Low,Low,Low,Low,Low,High,Medium
2011,12,MG,Medium,High,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,High
2012,1,MG,High,High,Low,Low,Low,Low,Low,Low,Low,Low,High,Medium
2012,2,MG,High,Low,Low,Low,Low,Low,Medium,Low,Low,Low,High,Medium
2012,3,MG,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2012,4,MG,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2012,5,MG,Critical,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2012,6,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium
2012,7,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2012,8,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High
2012,9,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High
2012,10,MG,Critical,Medium,Low,Low,Low,Low,Low,Low,Low,Low,High,High
2012,11,MG,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2012,12,MG,High,Medium,Low,Low,Medium,Low,Medium,Medium,Low,Low,Medium,High
2013,1,MG,Medium,High,Low,Low,Low,Low,Medium,Low,Low,Low,Medium,High
2013,2,MG,Medium,Medium,Low,Low,Low,Low,Medium,Low,Low,Low,High,Medium
2013,3,MG,Medium,High,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium
2013,4,MG,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2013,5,MG,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2013,6,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2013,7,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2013,8,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Medium
2013,9,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High
2013,10,MG,High,High,Low,Low,Low,Low,Low,Low,Low,Low,High,Medium
2013,11,MG,High,High,Low,Low,Low,Low,Low,Low,Low,Low,High,Medium
2013,12,MG,Medium,High,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,High
2014,1,MG,High,Medium,Low,Low,Medium,Low,Medium,Low,Low,Low,High,Medium
2014,2,MG,High,Medium,Low,Low,Medium,Low,Medium,Low,Low,Low,High,High
2014,3,MG,High,Medium,Low,Low,Low,Low,Low,Low,Low,Medium,Medium,Medium
2014,4,MG,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2014,5,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2014,6,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2014,7,MG,Critical,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Medium,Medium
2014,8,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,High
2014,9,MG,Critical,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High
2014,10,MG,Critical,Medium,Low,Low,Low,Low,Low,Low,Low,Low,High,High
